customer_id,gender,age,region,customer_segment,contract_type,tenure_months,monthly_fee,total_spent,internet_service,tv_service,streaming_service,support_calls,complaints,payment_method,last_payment_delay,digital_usage_score,marketing_score,preferred_contact_hour,internal_campaign_code,churn
NT-000522,Femenino,42.0,Lima,Joven digital,Mensual,66,36.84,2644.22,,No,No,1,1,Transferencia,17,54.3,52.3,8,CMP-D,1
NT-000523,Femenino,40.0,Oriente,Familia,Anual,30,35.63,907.34,Sin internet,No,No,2,1,Débito automático,6,58.9,,17,CMP-D,0
NT-000524,Masculino,30.0,Norte,Familia,Anual,66,90.69,4979.23,DSL,Sí,No,2,1,Tarjeta,8,51.7,,12,CMP-D,1
NT-000525,Femenino,38.0,Sur,Joven digital,Mensual,34,41.26,1310.62,Sin internet,No,No,2,0,Transferencia,1,95.9,73.3,14,CMP-D,0
NT-000526,Femenino,,Lima,Joven digital,Anual,48,96.62,4275.72,Fibra,Sí,No,2,0,Tarjeta,1,91.4,56.1,8,CMP-A,0
NT-000527,Masculino,24.0,Lima,Joven digital,Mensual,19,119.62,2311.03,Fibra,No,Sí,2,1,Tarjeta,1,68.5,63.1,10,CMP-D,0
NT-000528,Masculino,33.0,Norte,Joven digital,Mensual,38,104.68,3919.08,Fibra,Sí,No,0,0,Efectivo,11,64.3,56.1,13,CMP-B,0
NT-000529,Masculino,24.0,Norte,Joven digital,Bianual,19,56.33,1008.27,Sin internet,No,No,0,1,Tarjeta,11,58.3,69.3,17,CMP-A,0
NT-000530,Femenino,42.0,,Joven digital,Anual,23,35.0,784.89,Sin internet,No,No,1,1,Débito automático,20,61.6,72.5,15,CMP-B,1
NT-000531,Masculino,23.0,Lima,Familia,Bianual,25,110.37,2686.82,Fibra,No,Sí,1,0,Transferencia,1,,57.1,11,CMP-D,0
NT-000532,Masculino,47.0,Lima,Premium,Mensual,28,137.7,4192.0,Fibra,Sí,No,0,0,Débito automático,3,88.7,67.6,15,CMP-D,0
NT-000533,Femenino,23.0,Norte,Premium,Mensual,61,153.22,8951.4,Fibra,Sí,Sí,1,0,Débito automático,0,57.5,80.5,10,CMP-C,0
NT-000534,Masculino,31.0,Lima,Familia,Mensual,22,89.62,1759.34,Fibra,No,No,2,2,Transferencia,1,100.0,52.9,15,CMP-A,1
NT-000535,Femenino,30.0,Oriente,Joven digital,Mensual,35,120.94,4037.74,DSL,Sí,Sí,0,0,Débito automático,3,55.9,51.0,15,CMP-C,1
NT-000536,Femenino,55.0,Lima,Familia,Bianual,66,128.29,6407.02,Fibra,Sí,Sí,1,1,Débito automático,1,50.9,77.4,10,CMP-C,0
NT-000537,Masculino,42.0,Lima,Masivo,Mensual,47,82.87,3652.3,DSL,No,Sí,3,0,Efectivo,1,87.3,68.7,10,CMP-C,0
NT-000538,Femenino,35.0,Lima,Joven digital,Bianual,6,55.54,338.74,DSL,No,No,1,1,Tarjeta,2,89.8,75.1,14,CMP-B,0
NT-000539,Femenino,44.0,Norte,Masivo,Bianual,9,96.51,853.09,Fibra,No,Sí,2,0,Débito automático,12,69.3,,15,CMP-A,1
NT-000540,Masculino,18.0,Norte,Masivo,Anual,42,122.17,4930.51,,Sí,Sí,0,0,Tarjeta,9,77.7,60.7,20,CMP-B,0
NT-000541,Masculino,37.0,Centro,Premium,Mensual,22,71.3,1545.77,Sin internet,No,No,0,0,Tarjeta,1,68.1,57.5,14,CMP-D,0
NT-000542,Masculino,64.0,Oriente,Familia,Anual,8,87.98,715.97,DSL,No,Sí,3,1,Efectivo,9,64.1,60.2,13,CMP-B,1
NT-000543,Masculino,40.0,Lima,Joven digital,Mensual,20,88.55,1841.43,Fibra,Sí,No,2,1,Transferencia,2,60.6,,14,CMP-A,1
NT-000544,Masculino,39.0,Centro,Masivo,Anual,43,111.17,,Fibra,No,Sí,2,1,Tarjeta,1,34.8,80.7,19,CMP-B,0
NT-000545,Femenino,45.0,Lima,Familia,Mensual,24,51.25,1128.98,Sin internet,No,No,2,1,Débito automático,2,49.3,38.8,11,CMP-B,0
NT-000546,Femenino,50.0,Lima,Joven digital,Bianual,33,86.61,2223.78,DSL,No,No,1,0,Tarjeta,5,97.2,59.0,12,CMP-C,0
NT-000547,Femenino,18.0,,Familia,Anual,26,72.95,1912.77,DSL,No,Sí,4,2,Transferencia,1,89.8,,12,CMP-C,1
NT-000548,Femenino,18.0,,Premium,Anual,18,132.79,2333.01,DSL,Sí,Sí,1,0,Débito automático,6,58.1,85.7,16,CMP-B,0
NT-000549,Masculino,,Norte,Masivo,Anual,38,79.31,2865.16,DSL,Sí,No,1,1,Efectivo,2,47.6,57.6,17,CMP-A,0
NT-000550,Femenino,29.0,Centro,Masivo,Anual,7,110.31,688.65,Fibra,Sí,No,0,0,Tarjeta,5,76.2,66.5,14,CMP-B,0
NT-000551,Femenino,55.0,Centro,Masivo,Bianual,16,76.02,1225.52,DSL,Sí,No,0,1,Débito automático,1,68.6,48.4,11,CMP-A,0
NT-000552,Femenino,34.0,Norte,Masivo,Mensual,54,127.14,6330.0,Fibra,No,Sí,0,0,Efectivo,4,81.0,63.2,16,CMP-C,0
NT-000553,Femenino,18.0,Norte,Masivo,Bianual,9,90.39,,DSL,No,Sí,1,0,Efectivo,1,24.1,,11,CMP-B,0
NT-000554,Masculino,22.0,Lima,Masivo,Anual,32,40.89,1224.84,Sin internet,No,No,2,0,Tarjeta,3,100.0,78.3,19,CMP-B,0
NT-000555,Femenino,18.0,Lima,Masivo,Bianual,23,56.33,1258.65,Sin internet,No,No,1,0,Débito automático,16,79.0,69.8,16,CMP-C,0
NT-000556,Femenino,35.0,Lima,Masivo,Mensual,21,111.86,2019.24,Fibra,No,Sí,2,0,Efectivo,2,69.0,44.1,13,CMP-D,1
NT-000557,Femenino,36.0,Centro,Masivo,Anual,57,90.6,5057.71,DSL,Sí,No,1,0,Transferencia,1,51.2,,11,CMP-B,0
NT-000558,Masculino,32.0,Oriente,Familia,Mensual,65,35.24,2037.58,Sin internet,No,No,3,1,Transferencia,4,76.8,67.7,17,CMP-C,0
NT-000559,Masculino,,Lima,Masivo,Anual,13,35.0,405.86,Sin internet,No,No,2,0,Transferencia,4,69.4,56.6,15,CMP-C,0
NT-000560,Masculino,54.0,Norte,Familia,Mensual,28,99.51,2791.76,DSL,Sí,Sí,0,0,Efectivo,4,63.4,71.9,19,CMP-C,0
NT-000561,Femenino,36.0,Centro,Masivo,Mensual,5,113.68,494.71,Fibra,No,No,1,0,Débito automático,6,78.9,77.7,17,CMP-B,1
NT-000562,Femenino,18.0,Sur,Masivo,Mensual,55,117.7,6485.42,Fibra,No,Sí,1,0,Tarjeta,2,70.3,57.8,18,CMP-A,0
NT-000563,Masculino,46.0,Norte,Masivo,Mensual,31,44.47,1305.64,Sin internet,No,No,3,1,Débito automático,6,68.0,73.7,9,CMP-A,0
NT-000564,Masculino,45.0,,Familia,Mensual,8,81.21,535.74,DSL,No,Sí,4,1,Transferencia,3,72.9,63.7,8,CMP-A,1
NT-000565,Masculino,42.0,Centro,Masivo,Anual,17,80.2,1411.82,DSL,No,No,5,0,Débito automático,1,67.1,84.0,16,CMP-A,1
NT-000566,Masculino,51.0,Sur,Joven digital,Mensual,12,59.78,689.9,DSL,No,No,3,3,Débito automático,7,74.4,91.8,8,CMP-D,1
NT-000567,Masculino,23.0,Lima,Masivo,Anual,16,112.9,1747.85,Fibra,Sí,Sí,1,1,Transferencia,4,92.9,59.5,19,CMP-A,0
NT-000568,Femenino,64.0,Oriente,Premium,Mensual,6,156.97,951.72,Fibra,Sí,Sí,1,0,Débito automático,6,48.0,70.6,19,CMP-D,0
NT-000569,Femenino,26.0,Lima,Masivo,Anual,75,104.59,8196.81,DSL,Sí,No,1,2,Efectivo,1,50.0,83.0,15,CMP-D,0
NT-000570,Masculino,48.0,Sur,Masivo,Anual,14,144.08,1924.48,Fibra,Sí,Sí,0,1,Débito automático,8,72.4,57.4,17,CMP-A,0
NT-000571,Femenino,18.0,Lima,Familia,Mensual,32,82.94,2609.52,DSL,Sí,No,0,0,Transferencia,20,51.1,53.7,13,CMP-B,0
NT-000572,Masculino,26.0,Lima,Masivo,Anual,42,83.93,3405.15,DSL,No,Sí,4,0,Débito automático,1,56.1,59.5,20,CMP-B,0
NT-000573,Femenino,58.0,Lima,Masivo,Bianual,65,57.24,3408.07,DSL,No,No,1,0,Tarjeta,9,81.3,69.9,8,CMP-B,0
NT-000574,Masculino,35.0,Norte,Familia,Anual,32,109.7,2910.68,Fibra,Sí,No,2,2,Débito automático,4,69.8,64.9,11,CMP-B,1
NT-000575,Masculino,49.0,Lima,Masivo,Mensual,26,73.46,1824.1,DSL,No,No,0,0,Tarjeta,4,34.6,55.7,17,CMP-B,0
NT-000576,Masculino,41.0,Lima,Masivo,Mensual,33,119.11,4074.2,Fibra,No,Sí,0,2,Transferencia,8,65.6,74.7,18,CMP-C,0
NT-000577,Masculino,37.0,Norte,Masivo,Anual,13,102.2,,Fibra,No,No,1,1,Transferencia,7,72.9,45.5,11,CMP-B,1
NT-000578,Masculino,56.0,Lima,Masivo,Mensual,14,110.22,1335.2,,No,Sí,2,0,Tarjeta,10,72.6,52.4,18,CMP-A,1
NT-000579,Masculino,35.0,Centro,Premium,Anual,25,152.0,3863.94,Fibra,No,Sí,0,1,Débito automático,1,80.3,80.2,13,CMP-B,0
NT-000580,Femenino,18.0,Sur,Joven digital,Mensual,4,35.69,131.1,Sin internet,No,No,1,0,Efectivo,11,77.1,73.1,19,CMP-D,0
NT-000581,Masculino,28.0,Centro,Joven digital,Anual,18,46.83,668.92,Sin internet,No,No,2,0,Tarjeta,5,67.9,55.5,11,CMP-D,0
NT-000582,Masculino,,Lima,Masivo,Mensual,22,107.43,2390.06,Fibra,No,Sí,1,0,Efectivo,0,54.1,69.0,16,CMP-A,0
NT-000583,Femenino,43.0,Lima,Familia,Mensual,100,76.14,6653.29,DSL,No,No,5,3,Tarjeta,2,55.4,79.2,10,CMP-C,1
NT-000584,Femenino,18.0,Oriente,Familia,Bianual,70,115.41,8601.0,Fibra,No,Sí,1,0,Tarjeta,4,62.7,67.6,9,CMP-D,0
NT-000585,Masculino,29.0,Lima,Masivo,Bianual,42,90.62,3883.47,DSL,No,Sí,0,0,Débito automático,2,57.7,54.3,17,CMP-A,1
NT-000586,Masculino,30.0,Lima,Familia,Bianual,56,112.15,5803.43,DSL,Sí,Sí,2,0,Tarjeta,3,72.4,81.4,16,CMP-A,0
NT-000587,Femenino,33.0,Oriente,Joven digital,Bianual,14,72.87,,DSL,Sí,No,0,0,Efectivo,2,76.1,93.1,11,CMP-A,1
NT-000588,Femenino,20.0,Oriente,Familia,Mensual,34,102.42,3864.2,Fibra,No,Sí,2,1,Transferencia,28,84.4,55.7,15,CMP-B,1
NT-000589,Femenino,30.0,Lima,Masivo,Mensual,51,124.57,6416.6,Fibra,Sí,Sí,0,0,Transferencia,7,66.2,64.4,20,CMP-D,0
NT-000590,Femenino,29.0,Centro,Masivo,Mensual,14,99.01,1326.08,Fibra,No,Sí,1,0,Transferencia,4,94.6,83.2,12,CMP-B,0
NT-000591,Masculino,48.0,Norte,Familia,Anual,9,38.34,394.14,Sin internet,No,No,1,0,Transferencia,1,72.1,71.5,14,CMP-B,0
NT-000592,Femenino,49.0,Centro,Familia,Mensual,39,86.63,3203.66,DSL,No,Sí,1,1,Transferencia,10,63.7,40.8,10,CMP-B,0
NT-000593,Femenino,36.0,Lima,Masivo,Bianual,10,138.79,1361.15,Fibra,Sí,Sí,2,0,Transferencia,6,81.1,77.4,14,CMP-B,0
NT-000594,Masculino,33.0,Lima,Masivo,Mensual,45,113.28,4457.67,Fibra,No,Sí,3,2,Transferencia,1,61.9,,19,CMP-D,0
NT-000595,Femenino,40.0,Norte,Familia,Mensual,64,51.26,2699.21,Sin internet,No,No,1,1,Débito automático,1,30.4,41.0,16,CMP-A,0
NT-000596,Femenino,27.0,Lima,Masivo,Mensual,14,114.72,1477.36,Fibra,No,Sí,3,0,Débito automático,3,62.9,40.9,9,CMP-B,1
NT-000597,Masculino,23.0,Centro,Masivo,Mensual,15,100.18,1416.58,DSL,Sí,Sí,2,1,Débito automático,4,73.2,80.7,17,CMP-C,1
NT-000598,Masculino,26.0,Lima,Joven digital,Mensual,63,91.2,5533.29,DSL,No,Sí,0,0,Débito automático,6,71.2,54.0,13,CMP-A,0
NT-000599,Masculino,30.0,Sur,Masivo,Anual,33,133.56,3705.0,Fibra,Sí,Sí,0,1,Débito automático,3,,73.9,8,CMP-A,0
NT-000600,Masculino,23.0,Sur,Masivo,Mensual,57,119.74,6731.31,Fibra,Sí,No,3,2,Débito automático,7,59.3,70.2,16,CMP-D,0
NT-000601,Femenino,40.0,Norte,Masivo,Anual,26,125.81,2884.66,Fibra,Sí,Sí,1,1,Débito automático,2,42.7,66.8,11,CMP-B,1
NT-000602,Masculino,47.0,Sur,Premium,Bianual,28,147.17,4049.11,Fibra,Sí,Sí,0,0,Tarjeta,3,93.4,77.7,20,CMP-A,0
NT-000603,Masculino,18.0,Lima,Masivo,Anual,32,71.54,2301.74,DSL,Sí,No,1,0,Transferencia,11,58.9,72.6,20,CMP-B,0
NT-000604,Masculino,38.0,Norte,Familia,Anual,87,87.06,6910.07,DSL,No,Sí,0,0,Transferencia,7,55.6,68.8,16,CMP-A,0
NT-000605,Masculino,35.0,Lima,Premium,Mensual,54,107.96,5086.73,Fibra,No,No,0,0,Débito automático,4,61.9,53.3,16,CMP-A,1
NT-000606,Masculino,42.0,Sur,Familia,Mensual,18,125.16,2361.14,Fibra,Sí,No,2,1,Efectivo,5,90.8,57.3,11,CMP-A,0
NT-000607,Masculino,,Sur,Joven digital,Mensual,36,117.37,4229.98,Fibra,No,Sí,3,2,Efectivo,3,93.2,67.4,8,CMP-C,1
NT-000608,Femenino,19.0,Sur,Joven digital,Bianual,25,106.28,2525.85,Fibra,No,Sí,0,0,Transferencia,1,65.5,67.1,8,CMP-B,0
NT-000609,Masculino,22.0,Sur,Masivo,Anual,21,80.01,1752.11,DSL,No,Sí,1,0,Tarjeta,14,79.5,76.9,14,CMP-B,0
NT-000610,Femenino,38.0,Oriente,Joven digital,Mensual,44,114.25,4754.68,DSL,Sí,Sí,4,2,Débito automático,1,,78.5,12,CMP-D,1
NT-000611,Masculino,51.0,Lima,Premium,Mensual,38,129.98,4428.35,DSL,Sí,Sí,0,1,Débito automático,2,52.8,66.0,20,CMP-B,0
NT-000612,Masculino,18.0,Oriente,Familia,Anual,15,102.84,1341.88,Fibra,No,Sí,0,0,Transferencia,24,67.6,58.6,11,CMP-A,1
NT-000613,Masculino,42.0,,Masivo,Anual,32,98.11,2927.46,DSL,Sí,Sí,3,0,Transferencia,1,50.3,,10,CMP-A,0
NT-000614,Masculino,53.0,Lima,Masivo,Anual,21,128.03,2672.55,Fibra,Sí,Sí,1,0,Transferencia,3,,56.4,18,CMP-C,0
NT-000615,Femenino,36.0,Norte,Familia,Bianual,42,47.59,2073.3,Sin internet,No,No,1,0,Transferencia,11,73.6,52.8,18,CMP-C,0
NT-000616,Masculino,45.0,Lima,Masivo,Anual,20,97.73,1840.54,DSL,Sí,No,1,1,Efectivo,6,58.7,58.1,12,CMP-B,1
NT-000617,Masculino,29.0,Lima,Familia,Anual,28,51.4,1475.06,Sin internet,No,No,0,0,Débito automático,10,71.3,73.0,9,CMP-A,1
NT-000618,Femenino,36.0,Lima,Masivo,Mensual,22,127.01,2584.66,Fibra,Sí,Sí,1,2,Efectivo,3,76.3,66.8,9,CMP-A,0
NT-000619,Femenino,18.0,Lima,Familia,Mensual,7,103.18,639.41,Fibra,No,No,1,1,Transferencia,10,80.2,90.6,14,CMP-B,1
NT-000620,Femenino,18.0,Norte,Familia,Bianual,85,83.96,6055.82,DSL,No,Sí,2,1,Débito automático,4,31.3,68.9,19,CMP-C,0
NT-000621,Masculino,50.0,,Joven digital,Anual,32,77.61,2246.5,Fibra,No,No,2,1,Transferencia,3,,93.9,13,CMP-C,1
NT-000622,Femenino,25.0,,Masivo,Mensual,87,65.96,4884.59,DSL,No,No,1,1,Tarjeta,2,70.5,74.0,8,CMP-C,0
NT-000623,Masculino,32.0,Norte,Familia,Anual,33,86.74,3093.32,Fibra,No,No,1,0,Tarjeta,7,,80.6,12,CMP-A,0
NT-000624,Femenino,20.0,Lima,Masivo,Mensual,50,36.31,1762.4,Sin internet,No,No,2,1,Efectivo,7,67.6,59.5,8,CMP-C,0
NT-000625,Masculino,20.0,Norte,Masivo,Anual,19,103.37,1833.04,Fibra,No,Sí,0,0,Débito automático,4,51.1,52.2,13,CMP-D,0
NT-000626,Femenino,,Lima,Joven digital,Mensual,19,37.85,762.69,Sin internet,No,No,1,1,Débito automático,5,70.2,58.8,14,CMP-A,1
NT-000627,Masculino,29.0,Sur,Joven digital,Anual,31,117.58,3094.01,Fibra,No,Sí,1,1,Efectivo,1,100.0,,17,CMP-C,0
NT-000628,Femenino,43.0,Lima,Familia,Anual,86,142.44,11397.25,Fibra,Sí,Sí,2,1,Débito automático,3,83.6,63.9,8,CMP-A,0
NT-000629,Masculino,44.0,Centro,Masivo,Mensual,15,93.47,1514.18,Fibra,Sí,No,0,0,Tarjeta,1,44.2,46.9,14,CMP-D,0
NT-000630,Masculino,42.0,Centro,Joven digital,Mensual,5,82.41,383.17,Fibra,No,No,1,1,Tarjeta,1,92.7,74.1,10,CMP-C,0
NT-000631,Masculino,41.0,Norte,Familia,Anual,62,35.0,2411.47,Sin internet,No,No,0,0,Débito automático,5,89.3,60.0,14,CMP-C,0
NT-000632,Masculino,59.0,Sur,Masivo,Mensual,52,48.89,,Sin internet,No,No,1,0,Tarjeta,4,100.0,50.1,20,CMP-C,1
NT-000633,Femenino,24.0,Lima,Joven digital,Mensual,23,40.16,952.7,,No,No,2,1,Tarjeta,2,77.1,51.3,17,CMP-C,0
NT-000634,Femenino,37.0,Sur,Familia,Anual,108,35.48,3959.99,,No,No,0,0,Transferencia,3,41.5,61.4,18,CMP-B,0
NT-000635,Femenino,53.0,Centro,Familia,Mensual,111,93.45,9751.74,DSL,Sí,No,3,1,Débito automático,5,68.5,51.4,8,CMP-D,1
NT-000636,Femenino,54.0,Sur,Joven digital,Mensual,6,102.61,557.68,Fibra,No,No,3,0,Débito automático,7,100.0,67.0,17,CMP-A,0
NT-000637,Masculino,20.0,Centro,Familia,Mensual,19,86.83,1537.45,DSL,Sí,No,2,2,Tarjeta,6,59.2,70.5,19,CMP-D,0
NT-000638,Masculino,34.0,Sur,Masivo,Bianual,30,119.65,3126.15,Fibra,Sí,Sí,1,0,Débito automático,0,87.6,80.2,16,CMP-D,0
NT-000639,Masculino,56.0,Oriente,Masivo,Mensual,42,107.43,4220.5,DSL,Sí,Sí,1,0,Transferencia,0,49.4,52.3,18,CMP-D,0
NT-000640,Masculino,45.0,,Premium,Mensual,37,126.9,4412.13,Fibra,No,No,0,1,Débito automático,1,77.6,49.0,8,CMP-A,1
NT-000641,Masculino,41.0,Sur,Familia,Mensual,32,87.83,2974.27,DSL,No,Sí,3,0,Débito automático,13,24.7,49.0,17,CMP-B,1
NT-000642,Masculino,35.0,Centro,Joven digital,Mensual,13,122.39,1561.68,Fibra,Sí,Sí,0,0,Débito automático,3,65.7,72.3,18,CMP-C,0
NT-000643,Femenino,33.0,,Joven digital,Mensual,45,117.32,5835.76,Fibra,Sí,No,1,0,Tarjeta,1,79.9,77.9,10,CMP-C,1
NT-000644,Femenino,42.0,Oriente,Joven digital,Mensual,47,129.25,4791.96,Fibra,Sí,Sí,4,1,Tarjeta,3,74.5,70.0,14,CMP-C,1
NT-000645,Masculino,35.0,Lima,Masivo,Mensual,59,136.32,6875.11,Fibra,Sí,Sí,3,1,Débito automático,0,52.5,77.1,13,CMP-C,1
NT-000646,Masculino,37.0,Norte,Familia,Mensual,12,124.03,1362.04,Fibra,No,Sí,2,0,Tarjeta,1,64.5,86.1,9,CMP-A,0
NT-000647,Femenino,39.0,Lima,Familia,Bianual,27,131.13,3697.97,Fibra,Sí,Sí,2,0,Tarjeta,2,76.9,64.6,9,CMP-D,0
NT-000648,Masculino,29.0,Lima,Joven digital,Mensual,22,89.44,1834.53,Fibra,No,No,0,1,Tarjeta,2,78.7,85.5,11,CMP-B,1
NT-000649,Masculino,45.0,Sur,Masivo,Mensual,11,114.36,1053.23,DSL,Sí,Sí,4,1,Transferencia,2,62.9,59.9,9,CMP-D,0
NT-000650,Femenino,76.0,Lima,Masivo,Bianual,27,131.19,3268.82,Fibra,Sí,Sí,1,0,Débito automático,6,83.0,85.2,14,CMP-C,0
NT-000651,Femenino,18.0,Lima,Masivo,Bianual,14,128.43,1539.41,DSL,Sí,Sí,0,0,Débito automático,8,56.9,76.5,8,CMP-C,0
NT-000652,Masculino,42.0,Lima,Familia,Anual,10,129.79,1093.41,Fibra,Sí,Sí,1,0,Débito automático,4,92.4,47.9,8,CMP-C,0
NT-000653,Masculino,28.0,Norte,Joven digital,Mensual,52,111.28,6249.01,DSL,Sí,Sí,3,1,Débito automático,9,55.2,49.4,16,CMP-D,0
NT-000654,Femenino,46.0,Sur,Masivo,Mensual,23,438.09,2728.8,Fibra,Sí,Sí,16,0,Tarjeta,52,100.0,54.1,11,CMP-D,0
NT-000655,Masculino,39.0,Sur,Joven digital,Mensual,18,126.11,2161.29,,Sí,Sí,2,2,Débito automático,10,96.7,46.2,12,CMP-C,1
NT-000656,Femenino,48.0,Lima,Premium,Mensual,68,122.67,7786.79,DSL,No,Sí,2,1,Débito automático,4,56.7,73.6,12,CMP-C,0
NT-000657,Masculino,53.0,,Masivo,Mensual,48,107.65,4766.2,DSL,Sí,Sí,3,2,Débito automático,8,57.7,89.3,14,CMP-A,0
NT-000658,Femenino,41.0,Norte,Joven digital,Anual,4,131.69,464.16,Fibra,Sí,Sí,1,0,Tarjeta,2,83.1,68.6,14,CMP-A,0
NT-000659,Masculino,53.0,Norte,Joven digital,Mensual,42,137.39,5298.68,Fibra,Sí,Sí,2,1,Efectivo,4,89.0,79.1,9,CMP-C,1
NT-000660,Femenino,18.0,Norte,Masivo,Anual,42,114.78,4645.32,Fibra,No,Sí,1,1,Transferencia,18,,92.2,8,CMP-B,0
NT-000661,Femenino,59.0,Lima,Joven digital,Mensual,26,107.83,2913.77,Fibra,No,Sí,1,1,Tarjeta,4,59.9,65.5,13,CMP-B,0
NT-000662,Masculino,43.0,Norte,Joven digital,Mensual,25,109.06,2743.73,Fibra,No,Sí,2,2,Efectivo,8,86.6,67.3,15,CMP-C,0
NT-000663,Femenino,52.0,Norte,Masivo,Anual,7,78.09,467.19,DSL,No,Sí,1,1,Tarjeta,9,30.3,59.3,17,CMP-A,0
NT-000664,Femenino,22.0,Norte,Masivo,Bianual,107,108.95,11764.87,Fibra,No,No,1,2,Tarjeta,6,69.3,76.5,10,CMP-B,0
NT-000665,Femenino,27.0,Norte,Familia,Mensual,27,100.13,2631.27,DSL,Sí,Sí,1,1,Tarjeta,7,,78.5,9,CMP-A,1
NT-000666,Masculino,40.0,Sur,Masivo,Anual,40,102.71,3682.23,Fibra,No,No,1,0,Efectivo,2,50.7,,15,CMP-D,0
NT-000667,Masculino,38.0,Centro,Joven digital,Mensual,28,96.49,2574.06,Fibra,No,No,1,0,Tarjeta,1,56.0,67.6,19,CMP-C,0
NT-000668,Masculino,42.0,Lima,Joven digital,Mensual,18,129.73,2288.58,Fibra,Sí,Sí,2,0,Transferencia,1,83.3,66.3,11,CMP-A,0
NT-000669,Femenino,52.0,Sur,Familia,Anual,55,125.94,6533.91,Fibra,Sí,Sí,1,0,Transferencia,5,92.8,53.0,9,CMP-C,0
NT-000670,Femenino,18.0,Sur,Familia,Mensual,35,119.91,4086.12,Fibra,Sí,Sí,2,1,Débito automático,4,76.9,77.5,13,CMP-A,0
NT-000671,Femenino,51.0,Lima,Familia,Mensual,27,96.28,2286.56,DSL,Sí,Sí,1,0,Débito automático,5,33.4,41.3,15,CMP-D,0
NT-000672,Masculino,38.0,Norte,Joven digital,Mensual,40,105.56,4558.07,DSL,No,Sí,3,0,Tarjeta,1,44.8,68.1,16,CMP-A,0
NT-000673,Masculino,35.0,Lima,Joven digital,Mensual,30,128.03,3091.73,Fibra,Sí,Sí,1,2,Transferencia,2,81.5,76.5,9,CMP-B,0
NT-000674,Masculino,19.0,Centro,Masivo,Mensual,90,104.13,9188.48,Fibra,No,No,1,2,Débito automático,8,54.3,46.9,16,CMP-D,0
NT-000675,Masculino,45.0,Lima,Masivo,Mensual,54,102.46,5342.92,DSL,No,Sí,1,0,Débito automático,4,64.1,55.6,12,CMP-C,0
NT-000676,Femenino,18.0,Centro,Masivo,Bianual,44,105.3,4563.73,Fibra,Sí,No,1,0,Tarjeta,4,74.9,98.1,8,CMP-C,0
NT-000677,Masculino,46.0,Lima,Masivo,Anual,8,112.81,803.58,Fibra,Sí,No,2,0,Transferencia,3,64.7,67.6,19,CMP-C,0
NT-000678,Masculino,19.0,Norte,Masivo,Mensual,46,90.41,4249.71,DSL,No,Sí,0,0,Transferencia,2,89.2,52.2,14,CMP-C,0
NT-000679,Femenino,39.0,Oriente,Masivo,Mensual,45,83.59,3507.42,Fibra,No,No,0,0,Débito automático,10,80.9,77.0,11,CMP-A,0
NT-000680,Femenino,,Lima,Masivo,Anual,14,107.33,1287.69,Fibra,Sí,No,0,1,Débito automático,12,90.2,63.2,18,CMP-B,0
NT-000681,Femenino,53.0,Sur,Masivo,Mensual,8,132.29,913.71,Fibra,Sí,Sí,2,0,Débito automático,4,85.8,42.5,18,CMP-D,0
NT-000682,Femenino,36.0,Oriente,Familia,Anual,52,85.51,4218.54,DSL,No,Sí,0,2,Débito automático,3,59.7,74.5,10,CMP-D,0
NT-000683,Femenino,29.0,,Joven digital,Anual,57,109.08,5149.65,Fibra,No,Sí,1,2,Tarjeta,12,77.1,59.0,20,CMP-C,0
NT-000684,Femenino,31.0,Lima,Familia,Mensual,19,103.44,2095.14,DSL,Sí,Sí,3,1,Transferencia,2,57.5,66.5,14,CMP-D,1
NT-000685,Masculino,55.0,Sur,Joven digital,Mensual,19,146.0,2811.24,Fibra,Sí,Sí,4,1,Tarjeta,2,90.2,57.7,11,CMP-D,0
NT-000686,Femenino,45.0,Lima,Familia,Mensual,35,95.49,3569.01,Fibra,No,Sí,3,0,Tarjeta,8,62.2,72.4,13,CMP-B,0
NT-000687,Femenino,33.0,Lima,Familia,Mensual,23,131.51,3207.73,Fibra,Sí,Sí,2,0,Tarjeta,2,97.9,72.0,10,CMP-C,0
NT-000688,Masculino,35.0,Sur,Masivo,Mensual,8,84.72,620.4,DSL,Sí,No,1,0,Tarjeta,4,50.8,27.5,19,CMP-D,0
NT-000689,Masculino,18.0,Centro,Premium,Bianual,14,141.23,1738.27,Fibra,No,Sí,0,0,Débito automático,0,75.2,75.5,11,CMP-A,0
NT-000690,Masculino,43.0,Norte,Masivo,Mensual,39,102.5,3008.34,DSL,Sí,Sí,2,0,Transferencia,12,58.6,58.8,13,CMP-D,1
NT-000691,Femenino,18.0,Lima,Joven digital,Anual,14,133.01,1697.46,Fibra,Sí,Sí,1,0,Débito automático,7,73.2,88.6,8,CMP-B,0
NT-000692,Masculino,48.0,Sur,Familia,Anual,59,100.52,6307.85,Fibra,No,No,0,1,Débito automático,10,100.0,80.1,20,CMP-B,1
NT-000693,Femenino,40.0,Centro,Masivo,Mensual,44,95.67,3712.97,Fibra,No,No,2,1,Débito automático,1,65.4,73.6,11,CMP-B,0
NT-000694,Femenino,69.0,Norte,Joven digital,Mensual,40,136.83,5064.38,Fibra,Sí,Sí,0,1,Débito automático,14,75.4,56.3,16,CMP-B,0
NT-000695,Masculino,24.0,Sur,Masivo,Mensual,34,120.42,3689.68,Fibra,Sí,No,1,0,Transferencia,3,62.0,52.9,12,CMP-B,0
